Comment: Sweep Frequency: 24 Hz
Time (s),Voltage (V)
1.959999999999999937e-03,2.499218936031025073e+00
2.000000000000000042e-03,2.499218936031025073e+00
2.040000000000000147e-03,2.500041345571782703e+00
2.079999999999999818e-03,2.500370309388789902e+00
2.119999999999999923e-03,2.499876863663430093e+00
2.160000000000000028e-03,2.500205827480236120e+00
2.200000000000000133e-03,2.500699273206199447e+00
2.239999999999999804e-03,2.501521682751484121e+00
2.279999999999999909e-03,2.501686164660843481e+00
2.320000000000000014e-03,2.502179610389523745e+00
2.360000000000000119e-03,2.500041345571782703e+00
2.399999999999999790e-03,2.502179610389523745e+00
2.439999999999999895e-03,2.501850646570302761e+00
2.480000000000000000e-03,2.501686164660843481e+00
2.520000000000000104e-03,2.502837538029174080e+00
2.560000000000000209e-03,2.502508574209147962e+00
2.599999999999999881e-03,2.501028237024011780e+00
2.639999999999999986e-03,2.504317875224279177e+00
2.680000000000000090e-03,2.502508574209147962e+00
2.720000000000000195e-03,2.502508574209147962e+00
2.759999999999999867e-03,2.503330983759969097e+00
2.799999999999999972e-03,2.503659947581002854e+00
2.840000000000000076e-03,2.504646839046522189e+00
2.880000000000000181e-03,2.504482357135350501e+00
2.919999999999999853e-03,2.504153393313309106e+00
2.959999999999999958e-03,2.505962694339524788e+00
3.000000000000000062e-03,2.504975802869167989e+00
3.040000000000000167e-03,2.504317875224279177e+00
3.079999999999999839e-03,2.506127176251603750e+00
3.119999999999999944e-03,2.505962694339524788e+00
3.160000000000000048e-03,2.505469248603892751e+00
3.200000000000000153e-03,2.504811320957794685e+00
3.239999999999999825e-03,2.505140284780642101e+00
3.279999999999999930e-03,2.504317875224279177e+00
3.320000000000000034e-03,2.508265441117811356e+00
3.360000000000000139e-03,2.505962694339524788e+00
3.399999999999999811e-03,2.504811320957794685e+00
3.439999999999999915e-03,2.507443031551867652e+00
3.480000000000000020e-03,2.506949585813512016e+00
3.520000000000000125e-03,2.507936477291131006e+00
3.559999999999999797e-03,2.506949585813512016e+00
3.599999999999999901e-03,2.508100959204420999e+00
3.640000000000000006e-03,2.507443031551867652e+00
3.680000000000000111e-03,2.508923368772383533e+00
3.720000000000000216e-03,2.509252332600275359e+00
3.759999999999999887e-03,2.508594404944895828e+00
3.799999999999999992e-03,2.509416814514373151e+00
3.840000000000000097e-03,2.509252332600275359e+00
3.880000000000000202e-03,2.510074742171772400e+00
3.919999999999999873e-03,2.510403706001078206e+00
3.959999999999999978e-03,2.510732669830788133e+00
4.000000000000000083e-03,2.509910260257270931e+00
4.040000000000000188e-03,2.511061633660902181e+00
4.080000000000000293e-03,2.511390597491420351e+00
4.120000000000000398e-03,2.510732669830788133e+00
4.159999999999999636e-03,2.510074742171772400e+00
4.199999999999999740e-03,2.511061633660902181e+00
4.239999999999999845e-03,2.511884043237956110e+00
4.279999999999999950e-03,2.511884043237956110e+00
4.320000000000000055e-03,2.511555079406831315e+00
4.360000000000000160e-03,2.512048525153670386e+00
4.400000000000000265e-03,2.511555079406831315e+00
4.440000000000000370e-03,2.513199898566499613e+00
4.479999999999999608e-03,2.511884043237956110e+00
4.519999999999999712e-03,2.512213007069485471e+00
4.559999999999999817e-03,2.512541970901418953e+00
4.599999999999999922e-03,2.512377488985401808e+00
4.640000000000000027e-03,2.514186790067156174e+00
4.680000000000000132e-03,2.513528862399647235e+00
4.720000000000000237e-03,2.514022308150127394e+00
4.760000000000000342e-03,2.513857826233199422e+00
4.799999999999999580e-03,2.513199898566499613e+00
4.839999999999999684e-03,2.514186790067156174e+00
4.879999999999999789e-03,2.514680235818850473e+00
4.919999999999999894e-03,2.514844717736283819e+00
4.959999999999999999e-03,2.514844717736283819e+00
5.000000000000000104e-03,2.514680235818850473e+00
5.040000000000000209e-03,2.515009199653819305e+00
5.080000000000000314e-03,2.514844717736283819e+00
5.120000000000000419e-03,2.515173681571455155e+00
5.159999999999999656e-03,2.514186790067156174e+00
5.199999999999999761e-03,2.514515753901517492e+00
5.239999999999999866e-03,2.516325054997743838e+00
5.279999999999999971e-03,2.515338163489193146e+00
5.320000000000000076e-03,2.516489536916190151e+00
5.360000000000000181e-03,2.516160573079399221e+00
5.400000000000000286e-03,2.516160573079399221e+00
5.440000000000000391e-03,2.516818500753386978e+00
5.479999999999999628e-03,2.516325054997743838e+00
5.519999999999999733e-03,2.515831609243012412e+00
5.559999999999999838e-03,2.516654018834738160e+00
5.599999999999999943e-03,2.516325054997743838e+00
5.640000000000000048e-03,2.516818500753386978e+00
5.680000000000000153e-03,2.516654018834738160e+00
5.720000000000000258e-03,2.517640910348151628e+00
5.760000000000000363e-03,2.517476428428996105e+00
5.799999999999999600e-03,2.517147464590988815e+00
5.839999999999999705e-03,2.518134356106226157e+00
5.879999999999999810e-03,2.517311946509941389e+00
5.919999999999999915e-03,2.517805392267408404e+00
5.960000000000000020e-03,2.517805392267408404e+00
6.000000000000000125e-03,2.517805392267408404e+00
6.040000000000000230e-03,2.517805392267408404e+00
6.080000000000000335e-03,2.518792283785078467e+00
6.119999999999999572e-03,2.517969874186766877e+00
6.159999999999999677e-03,2.517311946509941389e+00
6.199999999999999782e-03,2.516654018834738160e+00
6.239999999999999887e-03,2.518792283785078467e+00
6.279999999999999992e-03,2.517969874186766877e+00
6.320000000000000097e-03,2.517969874186766877e+00
6.360000000000000202e-03,2.519450211465553036e+00
6.400000000000000307e-03,2.516654018834738160e+00
6.440000000000000412e-03,2.517805392267408404e+00
6.479999999999999649e-03,2.517311946509941389e+00
6.519999999999999754e-03,2.518956765705045342e+00
6.559999999999999859e-03,2.518298838025787134e+00
6.599999999999999964e-03,2.517805392267408404e+00
6.640000000000000069e-03,2.517805392267408404e+00
6.680000000000000174e-03,2.519450211465553036e+00
6.720000000000000279e-03,2.518956765705045342e+00
6.760000000000000384e-03,2.519614693385925364e+00
6.799999999999999621e-03,2.519121247625113025e+00
6.839999999999999726e-03,2.520108139147650750e+00
6.879999999999999831e-03,2.517969874186766877e+00
6.919999999999999936e-03,2.518627801865213289e+00
6.960000000000000041e-03,2.519614693385925364e+00
7.000000000000000146e-03,2.518627801865213289e+00
7.040000000000000251e-03,2.519779175306398944e+00
7.080000000000000356e-03,2.519450211465553036e+00
7.119999999999999593e-03,2.518792283785078467e+00
7.159999999999999698e-03,2.519779175306398944e+00
7.199999999999999803e-03,2.519121247625113025e+00
7.239999999999999908e-03,2.520272621068428531e+00
7.280000000000000013e-03,2.518956765705045342e+00
7.320000000000000118e-03,2.517640910348151628e+00
7.360000000000000223e-03,2.517969874186766877e+00
7.400000000000000328e-03,2.519121247625113025e+00
7.440000000000000432e-03,2.519285729545282404e+00
7.479999999999999670e-03,2.519450211465553036e+00
7.519999999999999775e-03,2.519285729545282404e+00
7.559999999999999880e-03,2.518792283785078467e+00
7.599999999999999985e-03,2.518298838025787134e+00
7.640000000000000090e-03,2.520108139147650750e+00
7.680000000000000195e-03,2.518134356106226157e+00
7.720000000000000299e-03,2.518627801865213289e+00
7.760000000000000404e-03,2.520930548752554845e+00
7.799999999999999642e-03,2.520930548752554845e+00
7.839999999999999747e-03,2.520272621068428531e+00
7.879999999999999852e-03,2.518463319945449808e+00
7.919999999999999957e-03,2.519779175306398944e+00
7.960000000000000062e-03,2.520272621068428531e+00
8.000000000000000167e-03,2.520272621068428531e+00
8.040000000000000271e-03,2.520108139147650750e+00
8.080000000000000376e-03,2.519779175306398944e+00
8.120000000000000481e-03,2.519779175306398944e+00
8.160000000000000586e-03,2.520437102989308009e+00
8.200000000000000691e-03,2.518792283785078467e+00
8.240000000000000796e-03,2.519943657226973777e+00
8.279999999999999166e-03,2.518792283785078467e+00
8.319999999999999271e-03,2.519450211465553036e+00
8.359999999999999376e-03,2.520108139147650750e+00
8.399999999999999481e-03,2.519285729545282404e+00
8.439999999999999586e-03,2.518298838025787134e+00
8.479999999999999691e-03,2.518956765705045342e+00
8.519999999999999796e-03,2.520108139147650750e+00
8.559999999999999901e-03,2.520930548752554845e+00
8.600000000000000006e-03,2.519285729545282404e+00
8.640000000000000110e-03,2.518627801865213289e+00
8.680000000000000215e-03,2.518792283785078467e+00
8.720000000000000320e-03,2.519121247625113025e+00
8.760000000000000425e-03,2.518463319945449808e+00
8.800000000000000530e-03,2.517805392267408404e+00
8.840000000000000635e-03,2.518956765705045342e+00
8.880000000000000740e-03,2.519450211465553036e+00
8.920000000000000845e-03,2.520766066831371166e+00
8.959999999999999215e-03,2.518956765705045342e+00
8.999999999999999320e-03,2.517147464590988815e+00
9.039999999999999425e-03,2.517805392267408404e+00
9.079999999999999530e-03,2.519450211465553036e+00
9.119999999999999635e-03,2.518463319945449808e+00
9.159999999999999740e-03,2.519121247625113025e+00
9.199999999999999845e-03,2.517476428428996105e+00
9.239999999999999949e-03,2.517311946509941389e+00
9.280000000000000054e-03,2.516654018834738160e+00
9.320000000000000159e-03,2.518134356106226157e+00
9.360000000000000264e-03,2.517805392267408404e+00
9.400000000000000369e-03,2.515996091161154968e+00
9.440000000000000474e-03,2.516654018834738160e+00
9.480000000000000579e-03,2.516982982672137048e+00
9.520000000000000684e-03,2.518956765705045342e+00
9.560000000000000789e-03,2.517311946509941389e+00
9.599999999999999159e-03,2.517147464590988815e+00
9.639999999999999264e-03,2.517311946509941389e+00
9.679999999999999369e-03,2.517311946509941389e+00
9.719999999999999474e-03,2.517805392267408404e+00
9.759999999999999579e-03,2.516982982672137048e+00
9.799999999999999684e-03,2.515009199653819305e+00
9.839999999999999789e-03,2.515173681571455155e+00
9.879999999999999893e-03,2.516160573079399221e+00
9.919999999999999998e-03,2.516654018834738160e+00
9.960000000000000103e-03,2.517147464590988815e+00
1.000000000000000021e-02,2.517805392267408404e+00
1.004000000000000031e-02,2.515667127324971553e+00
1.008000000000000042e-02,2.516489536916190151e+00
1.012000000000000052e-02,2.515996091161154968e+00
1.016000000000000063e-02,2.514844717736283819e+00
1.020000000000000073e-02,2.514515753901517492e+00
1.024000000000000084e-02,2.515009199653819305e+00
1.027999999999999921e-02,2.516654018834738160e+00
1.031999999999999931e-02,2.515667127324971553e+00
1.035999999999999942e-02,2.515502645407031501e+00
1.039999999999999952e-02,2.513857826233199422e+00
1.043999999999999963e-02,2.513857826233199422e+00
1.047999999999999973e-02,2.513528862399647235e+00
1.051999999999999984e-02,2.514680235818850473e+00
1.055999999999999994e-02,2.514680235818850473e+00
1.060000000000000005e-02,2.513857826233199422e+00
1.064000000000000015e-02,2.513857826233199422e+00
1.068000000000000026e-02,2.512541970901418953e+00
1.072000000000000036e-02,2.515009199653819305e+00
1.076000000000000047e-02,2.514022308150127394e+00
1.080000000000000057e-02,2.514680235818850473e+00
1.084000000000000068e-02,2.514351271984286207e+00
1.088000000000000078e-02,2.513199898566499613e+00
1.091999999999999915e-02,2.513364380483023020e+00
1.095999999999999926e-02,2.514186790067156174e+00
1.099999999999999936e-02,2.513035416650077902e+00
1.103999999999999947e-02,2.513857826233199422e+00
1.107999999999999957e-02,2.513035416650077902e+00
1.111999999999999968e-02,2.511390597491420351e+00
1.115999999999999978e-02,2.512048525153670386e+00
1.119999999999999989e-02,2.510568187915882543e+00
1.123999999999999999e-02,2.511884043237956110e+00
1.128000000000000010e-02,2.510074742171772400e+00
1.132000000000000020e-02,2.512213007069485471e+00
1.136000000000000031e-02,2.510732669830788133e+00
1.140000000000000041e-02,2.509745778342870270e+00
1.144000000000000052e-02,2.510732669830788133e+00
1.148000000000000062e-02,2.507936477291131006e+00
1.152000000000000073e-02,2.508758886858589499e+00
1.156000000000000083e-02,2.508594404944895828e+00
1.159999999999999920e-02,2.507936477291131006e+00
1.163999999999999931e-02,2.508923368772383533e+00
1.167999999999999941e-02,2.507443031551867652e+00
1.171999999999999952e-02,2.507114067726196716e+00
1.175999999999999962e-02,2.507936477291131006e+00
1.179999999999999973e-02,2.507771995377942709e+00
1.183999999999999983e-02,2.509581296428571306e+00
1.187999999999999994e-02,2.508265441117811356e+00
1.192000000000000004e-02,2.508100959204420999e+00
1.196000000000000014e-02,2.506456140076064987e+00
1.200000000000000025e-02,2.508265441117811356e+00
1.204000000000000035e-02,2.507278549638981779e+00
1.208000000000000046e-02,2.507607513464854776e+00
1.212000000000000056e-02,2.507114067726196716e+00
1.216000000000000067e-02,2.508429923031302966e+00
1.220000000000000077e-02,2.506127176251603750e+00
1.223999999999999914e-02,2.507936477291131006e+00
1.227999999999999925e-02,2.508265441117811356e+00
1.231999999999999935e-02,2.506456140076064987e+00
1.235999999999999946e-02,2.505962694339524788e+00
1.239999999999999956e-02,2.505469248603892751e+00
1.243999999999999967e-02,2.505798212427546634e+00
1.247999999999999977e-02,2.504646839046522189e+00
1.251999999999999988e-02,2.506456140076064987e+00
1.255999999999999998e-02,2.503988911402439843e+00
1.260000000000000009e-02,2.504646839046522189e+00
1.264000000000000019e-02,2.503330983759969097e+00
1.268000000000000030e-02,2.503824429491670944e+00
1.272000000000000040e-02,2.504153393313309106e+00
1.276000000000000051e-02,2.503495465670436015e+00
1.280000000000000061e-02,2.503002019939338574e+00
1.284000000000000072e-02,2.502179610389523745e+00
1.288000000000000082e-02,2.503495465670436015e+00
1.291999999999999919e-02,2.502508574209147962e+00
1.295999999999999930e-02,2.503002019939338574e+00
1.299999999999999940e-02,2.500205827480236120e+00
1.303999999999999951e-02,2.502015128479862849e+00
1.307999999999999961e-02,2.500534791297444936e+00
1.311999999999999972e-02,2.500041345571782703e+00
1.315999999999999982e-02,2.499876863663430093e+00
1.319999999999999993e-02,2.500370309388789902e+00
1.324000000000000003e-02,2.498725490307776909e+00
1.328000000000000014e-02,2.499712381755177848e+00
1.332000000000000024e-02,2.498889972215425637e+00
1.336000000000000035e-02,2.498067562678186970e+00
1.340000000000000045e-02,2.497903080771040507e+00
1.344000000000000056e-02,2.497245153143460961e+00
1.348000000000000066e-02,2.494777924554347326e+00
1.352000000000000077e-02,2.495764815987281615e+00
1.355999999999999914e-02,2.495435852175902358e+00
1.359999999999999924e-02,2.492639659795381935e+00
1.363999999999999935e-02,2.492475177891547933e+00
1.367999999999999945e-02,2.492639659795381935e+00
1.371999999999999956e-02,2.490830358858723503e+00
1.375999999999999966e-02,2.490172431248399043e+00
1.379999999999999977e-02,2.488034166525910695e+00
1.383999999999999987e-02,2.488856576032557832e+00
1.387999999999999998e-02,2.488363130328269168e+00
1.392000000000000008e-02,2.488692094131028210e+00
1.396000000000000019e-02,2.487705202723952347e+00
1.400000000000000029e-02,2.488527612229598507e+00
1.404000000000000040e-02,2.488363130328269168e+00
1.408000000000000050e-02,2.489678985541707856e+00
1.412000000000000061e-02,2.488363130328269168e+00
1.416000000000000071e-02,2.489185539835917282e+00
1.420000000000000082e-02,2.488363130328269168e+00
1.423999999999999919e-02,2.489678985541707856e+00
1.427999999999999929e-02,2.487869684624881117e+00
1.431999999999999940e-02,2.488527612229598507e+00
1.435999999999999950e-02,2.487869684624881117e+00
1.439999999999999961e-02,2.487869684624881117e+00
1.443999999999999971e-02,2.488856576032557832e+00
1.447999999999999982e-02,2.488692094131028210e+00
1.451999999999999992e-02,2.488363130328269168e+00
1.456000000000000003e-02,2.487211757021764669e+00
1.460000000000000013e-02,2.489021057934187375e+00
1.464000000000000024e-02,2.487869684624881117e+00
1.468000000000000034e-02,2.487869684624881117e+00
1.472000000000000045e-02,2.485731419920603980e+00
1.476000000000000055e-02,2.486553829420249162e+00
1.480000000000000066e-02,2.486224865620091151e+00
1.484000000000000076e-02,2.486224865620091151e+00
1.488000000000000086e-02,2.485237974222016533e+00
1.491999999999999924e-02,2.485402456121445613e+00
1.495999999999999934e-02,2.485895901820333265e+00
1.499999999999999944e-02,2.484086600928810729e+00
1.503999999999999955e-02,2.486060383720162026e+00
1.507999999999999965e-02,2.483757637131651208e+00
1.511999999999999976e-02,2.483593155233220884e+00
1.515999999999999986e-02,2.483099709538530320e+00
1.519999999999999997e-02,2.482441781947006820e+00
1.524000000000000007e-02,2.483757637131651208e+00
1.528000000000000018e-02,2.484251082827540369e+00
1.532000000000000028e-02,2.481783854357080710e+00
1.536000000000000039e-02,2.481948336254412801e+00
1.540000000000000049e-02,2.481783854357080710e+00
1.544000000000000060e-02,2.481783854357080710e+00
1.548000000000000070e-02,2.481454890562716287e+00
1.552000000000000081e-02,2.480467999182018435e+00
1.555999999999999918e-02,2.481619372459848982e+00
1.559999999999999928e-02,2.478494216431392339e+00
1.564000000000000112e-02,2.478165252641016725e+00
1.567999999999999949e-02,2.478000770745978354e+00
1.572000000000000133e-02,2.479152144013339054e+00
1.575999999999999970e-02,2.478000770745978354e+00
1.580000000000000154e-02,2.478987662117702939e+00
1.583999999999999991e-02,2.475698024225900351e+00
1.587999999999999828e-02,2.476355951801073818e+00
1.592000000000000012e-02,2.476520433695116097e+00
1.595999999999999849e-02,2.476355951801073818e+00
1.600000000000000033e-02,2.475040096652318944e+00
1.603999999999999870e-02,2.475698024225900351e+00
1.608000000000000054e-02,2.473724241509932309e+00
1.611999999999999891e-02,2.473230795833178064e+00
1.616000000000000075e-02,2.472243904482354537e+00
1.619999999999999912e-02,2.472408386373909917e+00
1.624000000000000096e-02,2.472901832049172910e+00
1.627999999999999933e-02,2.471750458808284812e+00
1.632000000000000117e-02,2.473066313941125749e+00
1.635999999999999954e-02,2.472408386373909917e+00
1.640000000000000138e-02,2.471585976917126448e+00
1.643999999999999975e-02,2.470763567462827215e+00
1.648000000000000159e-02,2.472408386373909917e+00
1.651999999999999996e-02,2.470599085572265263e+00
1.655999999999999833e-02,2.470599085572265263e+00
1.660000000000000017e-02,2.470270121791439344e+00
1.663999999999999854e-02,2.470763567462827215e+00
1.668000000000000038e-02,2.470105639901175376e+00
1.671999999999999875e-02,2.469283230451344568e+00
1.676000000000000059e-02,2.468954266672107156e+00
1.679999999999999896e-02,2.468131857225750014e+00
1.684000000000000080e-02,2.468625302893266760e+00
1.687999999999999917e-02,2.467473929670449984e+00
1.692000000000000101e-02,2.467638411559126332e+00
1.695999999999999938e-02,2.466816002116736684e+00
1.700000000000000122e-02,2.465829110789141687e+00
1.703999999999999959e-02,2.465993592676826385e+00
1.708000000000000143e-02,2.466322556452493320e+00
1.711999999999999980e-02,2.465500147014069388e+00
1.716000000000000164e-02,2.464348773804438064e+00
1.720000000000000001e-02,2.463855328144652912e+00
1.723999999999999838e-02,2.464513255691230587e+00
1.728000000000000022e-02,2.465006701352204121e+00
1.731999999999999859e-02,2.463197400599659304e+00
1.736000000000000043e-02,2.463032918713658148e+00
1.739999999999999880e-02,2.463361882485759047e+00
1.744000000000000064e-02,2.464184291917743685e+00
1.747999999999999901e-02,2.462046027399731329e+00
1.752000000000000085e-02,2.462539473056249317e+00
1.755999999999999922e-02,2.460894654204651477e+00
1.760000000000000106e-02,2.460894654204651477e+00
1.763999999999999943e-02,2.462374991170644289e+00
1.768000000000000127e-02,2.460730172320035436e+00
1.771999999999999964e-02,2.462374991170644289e+00
1.776000000000000148e-02,2.460565690435518427e+00
1.779999999999999985e-02,2.460236726666781504e+00
1.784000000000000169e-02,2.460565690435518427e+00
1.788000000000000006e-02,2.459085353479315117e+00
1.791999999999999843e-02,2.457933980296690635e+00
1.796000000000000027e-02,2.457111570883493634e+00
1.799999999999999864e-02,2.456618125236760264e+00
1.804000000000000048e-02,2.457769498413854059e+00
1.807999999999999885e-02,2.457276052765935859e+00
1.812000000000000069e-02,2.456124679590915072e+00
1.815999999999999906e-02,2.455302270183147062e+00
1.820000000000000090e-02,2.454644342658708123e+00
1.823999999999999927e-02,2.455960197709163850e+00
1.828000000000000111e-02,2.453821933255378340e+00
1.831999999999999948e-02,2.453657451375008236e+00
1.836000000000000132e-02,2.452835041974636532e+00
1.839999999999999969e-02,2.452999523854513697e+00
1.844000000000000153e-02,2.452999523854513697e+00
1.847999999999999990e-02,2.452012632576727746e+00
1.851999999999999827e-02,2.451848150697441664e+00
1.856000000000000011e-02,2.452341596335595675e+00
1.859999999999999848e-02,2.452012632576727746e+00
1.864000000000000032e-02,2.450696777545196436e+00
1.867999999999999869e-02,2.449380922519965864e+00
1.872000000000000053e-02,2.449051958764642212e+00
1.875999999999999890e-02,2.448887476887128045e+00
1.880000000000000074e-02,2.450532295666697724e+00
1.883999999999999911e-02,2.449709886275682980e+00
1.888000000000000095e-02,2.447571621870555436e+00
1.891999999999999932e-02,2.446749212488392722e+00
1.896000000000000116e-02,2.446091284984431624e+00
1.899999999999999953e-02,2.446584730612255232e+00
1.904000000000000137e-02,2.446584730612255232e+00
1.907999999999999974e-02,2.445926803108687153e+00
1.912000000000000158e-02,2.445433357482043490e+00
1.915999999999999995e-02,2.445268875606691594e+00
1.919999999999999832e-02,2.443130611236055572e+00
1.924000000000000016e-02,2.443295093110131155e+00
1.927999999999999853e-02,2.442143719993663531e+00
1.932000000000000037e-02,2.442308201867150697e+00
1.935999999999999874e-02,2.442637165614418127e+00
1.940000000000000058e-02,2.441321310627701635e+00
1.943999999999999895e-02,2.441650274373792229e+00
1.948000000000000079e-02,2.441814756246984519e+00
1.951999999999999916e-02,2.443130611236055572e+00
1.956000000000000100e-02,2.442966129362078131e+00
1.959999999999999937e-02,2.441321310627701635e+00
1.964000000000000121e-02,2.440498901264189779e+00
1.967999999999999958e-02,2.440169937519471421e+00
1.972000000000000142e-02,2.440827865009300268e+00
1.975999999999999979e-02,2.439347528159390155e+00
1.980000000000000163e-02,2.439512010031210654e+00
1.984000000000000000e-02,2.437867191317415472e+00
1.987999999999999837e-02,2.439183046287667800e+00
1.992000000000000021e-02,2.439347528159390155e+00
1.995999999999999858e-02,2.437702709446574190e+00
2.000000000000000042e-02,2.437538227575831051e+00
2.003999999999999879e-02,2.437702709446574190e+00
2.008000000000000063e-02,2.435893408873782473e+00
2.011999999999999900e-02,2.435728927004115807e+00
2.016000000000000084e-02,2.435893408873782473e+00
2.019999999999999921e-02,2.436715818223583963e+00
2.024000000000000105e-02,2.435728927004115807e+00
2.027999999999999942e-02,2.433097217102743404e+00
2.032000000000000126e-02,2.434577553919186510e+00
2.035999999999999963e-02,2.433755144575740825e+00
2.040000000000000147e-02,2.434248590181514960e+00
2.043999999999999984e-02,2.432768253366831335e+00
2.048000000000000168e-02,2.432274807763695534e+00
2.052000000000000005e-02,2.431781362161438143e+00
2.055999999999999842e-02,2.431945844028759129e+00
2.060000000000000026e-02,2.430629989092921495e+00
2.063999999999999863e-02,2.432274807763695534e+00
2.068000000000000047e-02,2.429972061627344804e+00
2.071999999999999884e-02,2.429807579761193992e+00
2.076000000000000068e-02,2.429807579761193992e+00
2.079999999999999905e-02,2.429807579761193992e+00
2.084000000000000088e-02,2.429807579761193992e+00
2.087999999999999926e-02,2.428820688566340813e+00
2.092000000000000109e-02,2.428491724835503351e+00
2.095999999999999946e-02,2.426846906187162922e+00
2.100000000000000130e-02,2.427504833645329985e+00
2.103999999999999967e-02,2.427340351780642003e+00
2.108000000000000151e-02,2.425860015002835990e+00
2.111999999999999988e-02,2.425860015002835990e+00
2.116000000000000172e-02,2.423886232644695937e+00
2.120000000000000009e-02,2.425695533139121896e+00
2.123999999999999846e-02,2.425037605685240738e+00
2.128000000000000030e-02,2.424050714507339332e+00
2.131999999999999867e-02,2.424050714507339332e+00
2.136000000000000051e-02,2.422570377747053971e+00
2.139999999999999888e-02,2.423063823332940458e+00
2.144000000000000072e-02,2.423886232644695937e+00
2.147999999999999909e-02,2.421912450300566899e+00
2.152000000000000093e-02,2.421747968439188270e+00
2.155999999999999930e-02,2.420925559133752181e+00
2.160000000000000114e-02,2.421583486577906452e+00
2.163999999999999951e-02,2.421747968439188270e+00
2.168000000000000135e-02,2.419609704250107018e+00
2.171999999999999972e-02,2.421090040994644976e+00
2.176000000000000156e-02,2.420267631691152665e+00
2.179999999999999993e-02,2.419280740530167062e+00
2.183999999999999830e-02,2.418622813091451995e+00
2.188000000000000014e-02,2.418622813091451995e+00
2.191999999999999851e-02,2.418458331232015812e+00
2.196000000000000035e-02,2.416813512642991491e+00
2.199999999999999872e-02,2.415168694063666521e+00
2.204000000000000056e-02,2.416813512642991491e+00
2.207999999999999893e-02,2.416320067068176147e+00
2.212000000000000077e-02,2.415826621494232995e+00
2.215999999999999914e-02,2.415991103352117086e+00
2.220000000000000098e-02,2.414675248491759074e+00
2.223999999999999935e-02,2.415497657778756135e+00
2.228000000000000119e-02,2.413523875494032911e+00
2.231999999999999956e-02,2.413852839207184520e+00
2.236000000000000140e-02,2.413523875494032911e+00
2.239999999999999977e-02,2.413194911781268548e+00
2.244000000000000161e-02,2.411879056934083998e+00
2.247999999999999998e-02,2.413030429925032028e+00
2.251999999999999835e-02,2.411385611367987014e+00
2.256000000000000019e-02,2.411385611367987014e+00
2.259999999999999856e-02,2.412208020645299378e+00
2.264000000000000040e-02,2.411550093223255864e+00
2.267999999999999877e-02,2.412372502501052285e+00
2.272000000000000061e-02,2.411714575078621081e+00
2.275999999999999898e-02,2.410069756529317431e+00
2.280000000000000082e-02,2.409576310966411672e+00
2.283999999999999919e-02,2.411056647657738861e+00
2.288000000000000103e-02,2.407931492429676634e+00
2.291999999999999940e-02,2.409082865404376328e+00
2.296000000000000124e-02,2.407109083164931551e+00
2.299999999999999961e-02,2.407109083164931551e+00
2.304000000000000145e-02,2.407438046870539861e+00
2.307999999999999982e-02,2.406944601312272614e+00
2.312000000000000166e-02,2.406615637607243841e+00
2.316000000000000003e-02,2.406451155754874449e+00
